Time, T, CJC, PV, PSI, 15:03:2021
13:40:37,17.19,10002,0.034,1.003,
13:40:38,17.19,15.25,0.029,0.805,
13:40:39,17.19,15,0.024,0.607,
13:40:40,17.12,10001,0.029,0.805,
13:40:41,17.12,10001,0.029,0.805,
13:40:42,17.19,14.5,0.029,0.805,
13:40:43,17.12,14.5,0.029,0.805,
13:40:44,17.19,10001,0.039,1.201,
13:40:45,17.12,10001,0.034,1.003,
13:40:46,17.19,15,0.029,0.805,
13:40:47,17.19,15,0.034,1.003,
13:40:48,17.12,15.25,0.024,0.607,
13:40:49,17.19,10002,0.029,0.805,
13:40:50,17.19,10002,0.029,0.805,
13:40:51,17.19,15.25,0.029,0.805,
13:40:52,17.19,15.25,0.034,1.003,
13:40:53,17.19,0,0.029,0.805,
13:40:54,17.12,15.25,0.034,1.003,
13:40:55,17.19,15.25,0.034,1.003,
13:40:56,17.19,10001,0.039,1.201,
13:40:57,17.19,10001,0.034,1.003,
13:40:58,17.12,15.25,0.029,0.805,
13:40:59,17.12,15,0.034,1.003,
13:41:00,17.12,10001,0.034,1.003,
13:41:01,17.19,10001,0.029,0.805,
13:41:02,17.12,10002,0.034,1.003,
13:41:03,17.12,14.75,0.034,1.003,
13:41:04,17.19,14.25,0.029,0.805,
13:41:05,17.19,10002,0.029,0.805,
13:41:06,17.12,10002,0.029,0.805,
13:41:07,17.19,14.25,0.034,1.003,
13:41:08,17.19,14.25,0.029,0.805,
13:41:09,17.12,10001,0.029,0.805,
13:41:10,17.19,14.5,0.034,1.003,
13:41:11,17.12,14.75,0.029,0.805,
13:41:12,17.19,10001,0.034,1.003,
13:41:13,17.19,10001,0.029,0.805,
13:41:14,17.12,14.75,0.029,0.805,
13:41:15,17.12,14.5,0.034,1.003,
13:41:16,17.19,10001,0.034,1.003,
13:41:17,17.19,14.5,0.034,1.003,
13:41:18,17.12,10002,0.034,1.003,
13:41:19,17.12,14.5,0.034,1.003,
13:41:20,17.12,14.75,0.034,1.003,
13:41:21,17.12,10002,0.029,0.805,
13:41:22,17.12,10002,0.029,0.805,
13:41:23,17.12,14.5,0.024,0.607,
13:41:24,17.19,14.5,0.034,1.003,
13:41:25,17.12,10001,0.029,0.805,
13:41:26,17.12,14.75,0.029,0.805,
13:41:27,17.12,15.25,0.029,0.805,
13:41:28,17.19,10001,0.029,0.805,
13:41:29,17.19,10001,0.024,0.607,
13:41:30,17.19,10002,0.029,0.805,
13:41:31,17.19,10002,0.029,0.805,
13:41:32,17.19,15.25,0.034,1.003,
13:41:33,17.19,15,0.024,0.607,
13:41:34,17.12,10002,0.029,0.805,
13:41:35,17.12,14.5,0.029,0.805,
13:41:36,17.12,14.25,0.029,0.805,
13:41:37,17.12,10001,0.034,1.003,
13:41:38,17.19,10001,0.029,0.805,
13:41:39,17.19,14.5,0.029,0.805,
13:41:40,17.19,14.5,0.034,1.003,
13:41:41,17.12,10001,0.029,0.805,
13:41:42,17.12,14.5,0.029,0.805,
13:41:43,17.19,15,0.029,0.805,
13:41:44,17.12,14.75,0.029,0.805,
13:41:45,17.12,15.25,0.034,1.003,
13:41:46,17.12,10002,0.034,1.003,
13:41:47,17.12,10002,0.034,1.003,
13:41:48,17.12,15,0.034,1.003,
13:41:49,17.12,14.5,0.029,0.805,
13:41:50,17.12,10002,0.029,0.805,
13:41:51,17.12,14.75,0.029,0.805,
13:41:52,17.12,14.75,0.034,1.003,
13:41:53,17.12,10001,0.034,1.003,
13:41:54,17.12,10001,0.029,0.805,
13:41:55,17.19,14.5,0.034,1.003,
13:41:56,17.19,14.25,0.029,0.805,
13:41:57,17.12,10001,0.034,1.003,
13:41:58,17.19,10001,0.024,0.607,
13:41:59,17.12,14.5,0.034,1.003,
13:42:00,17.12,10001,0.029,0.805,
13:42:01,17.12,10001,0.034,1.003,
13:42:02,17.12,10002,0.039,1.201,
13:42:03,17.12,10002,0.034,1.003,
13:42:04,17.12,15.25,0.034,1.003,
13:42:05,17.12,15,0.029,0.805,
13:42:06,17.12,10002,0.034,1.003,
13:42:07,17.12,15,0.029,0.805,
13:42:08,17.19,15.25,0.029,0.805,
13:42:09,17.12,10002,0.034,1.003,
13:42:10,17.19,0,0.029,0.805,
13:42:11,17.12,14.75,0.029,0.805,
13:42:12,17.19,15,0.029,0.805,
13:42:13,17.19,10001,0.034,1.003,
13:42:14,17.12,10001,0.024,0.607,
13:42:15,17.12,15.25,0.034,1.003,
13:42:16,17.12,10001,0.029,0.805,
13:42:17,17.19,10001,0.034,1.003,
13:42:18,17.12,10002,0.039,1.201,
13:42:19,17.12,10002,0.039,1.201,
13:42:20,17.12,14.25,0.034,1.003,
13:42:21,17.12,10002,0.029,0.805,
13:42:23,17.12,0,0.029,0.805,
13:42:24,17.12,15.25,0.029,0.805,
13:42:25,17.12,15,0.034,1.003,
13:42:26,17.19,10001,0.034,1.003,
13:42:27,17.12,10001,0.034,1.003,
13:42:28,17.12,14.25,0.029,0.805,
13:42:29,17.12,10001,0.029,0.805,
13:42:30,17.12,15.25,0.034,1.003,
13:42:31,17.19,10002,0.029,0.805,
13:42:32,17.12,10002,0.029,0.805,
13:42:33,17.12,14.5,0.029,0.805,
13:42:34,17.12,14.25,0.029,0.805,
13:42:35,17.12,10001,0.034,1.003,
13:42:36,17.12,10001,0.024,0.607,
13:42:37,17.12,15.25,0.034,1.003,
13:42:38,17.12,10001,0.034,1.003,
13:42:39,17.12,10001,0.034,1.003,
13:42:40,17.12,10002,0.034,1.003,
13:42:41,17.12,10002,0.029,0.805,
13:42:42,17.12,14.25,0.034,1.003,
13:42:43,17.12,14.5,0.029,0.805,
13:42:44,17.19,10002,0.024,0.607,
13:42:45,17.12,15.25,0.039,1.201,
13:42:46,17.12,15,0.034,1.003,
13:42:47,17.12,10001,0.029,0.805,
13:42:48,17.12,10001,0.029,0.805,
13:42:49,17.12,14.25,0.034,1.003,
13:42:50,17.12,14.5,0.029,0.805,
13:42:51,17.12,15,0.029,0.805,
13:42:52,17.12,15.25,0.029,0.805,
13:42:53,17.12,10002,0.029,0.805,
13:42:54,17.12,14.75,0.029,0.805,
13:42:55,17.12,14.25,0.034,1.003,
13:42:56,17.12,10001,0.029,0.805,
13:42:57,17.12,10001,0.034,1.003,
13:42:58,17.12,15,0.034,1.003,
13:42:59,17.12,15.25,0.029,0.805,
13:43:00,17.12,10001,0.029,0.805,
13:43:01,17.12,10001,0.034,1.003,
13:43:02,17.12,10002,0.029,0.805,
13:43:03,17.12,14.25,0.029,0.805,
13:43:04,17.12,14.75,0.034,1.003,
13:43:05,17.12,10002,0.029,0.805,
13:43:06,17.12,10001,0.029,0.805,
13:43:07,17.12,15,0.029,0.805,
13:43:08,17.12,15,0.029,0.805,
13:43:09,17.12,10001,0.039,1.201,
13:43:10,17.12,14.25,0.034,1.003,
13:43:11,17.12,14.75,0.034,1.003,
13:43:12,17.12,15,0.034,1.003,
13:43:13,17.12,15.25,0.039,1.201,
13:43:14,17.12,10002,0.039,1.201,
13:43:15,17.12,10002,0.034,1.003,
13:43:16,17.12,14.25,0.034,1.003,
13:43:17,17.12,14.25,0.034,1.003,
13:43:18,17.12,10001,0.029,0.805,
13:43:19,17.12,14.5,0.034,1.003,
13:43:20,17.12,15,0.039,1.201,
13:43:21,17.06,10001,0.034,1.003,
13:43:22,17.12,10001,0.039,1.201,
13:43:23,17.12,10002,0.029,0.805,
13:43:24,17.12,10002,0.029,0.805,
13:43:25,17.12,15.25,0.034,1.003,
13:43:26,17.12,10002,0.034,1.003,
13:43:27,17.12,10002,0.039,1.201,
13:43:28,17.12,14.75,0.029,0.805,
13:43:29,17.12,14.25,0.029,0.805,
13:43:30,17.12,10001,0.029,0.805,
13:43:31,17.12,10001,0.039,1.201,
13:43:32,17.12,14,0.029,0.805,
13:43:33,17.12,14.25,0.034,1.003,
13:43:34,17.12,10001,0.039,1.201,
13:43:35,17.12,14.25,0.034,1.003,
13:43:36,17.06,14.25,0.034,1.003,
13:43:37,17.12,10001,0.029,0.805,
13:43:38,17.12,10001,0.034,1.003,
13:43:39,17.12,10002,0.029,0.805,
13:43:40,17.12,10002,0.034,1.003,
13:43:41,17.06,14.25,0.034,1.003,
13:43:42,17.12,10002,0.034,1.003,
13:43:43,17.06,10002,0.039,1.201,
13:43:44,17.12,15,0.039,1.201,
13:43:45,17.06,15.25,0.039,1.201,
13:43:46,17.06,10002,0.039,1.201,
13:43:47,17.12,10002,0.034,1.003,
13:43:48,17.12,14.25,0.039,1.201,
13:43:49,17.12,10001,0.034,1.003,
13:43:50,17.12,10001,0.217,8.337,
13:43:51,17.12,15.25,0.355,13.886,
13:43:52,17.06,15.25,0.355,13.886,
13:43:53,17.06,10001,0.598,23.599,
13:43:54,17.12,10001,0.786,31.13,
13:43:55,17.12,14.5,0.232,8.931,
13:43:56,17.12,15.25,0.608,23.995,
13:43:57,17.12,10001,0.603,23.797,
13:43:58,17.12,14.75,0.618,24.391,
13:43:59,17.12,14.5,0.633,24.986,
13:44:00,17.12,10001,0.504,19.833,
13:44:01,17.12,10001,0.029,0.805,
13:44:02,17.12,14.5,0.034,1.003,
13:44:03,17.12,10001,0.039,1.201,
13:44:04,17.12,10001,0.029,0.805,
13:44:05,17.12,10002,0.034,1.003,
13:44:06,17.06,10002,0.039,1.201,
13:44:07,17.12,15,0.034,1.003,
13:44:08,17.12,15,0.029,0.805,
13:44:09,17.12,10002,0.029,0.805,
13:44:10,17.12,10002,0.029,0.805,
13:44:11,17.12,14.5,0.034,1.003,
13:44:12,17.12,10001,0.039,1.201,
13:44:13,17.06,10001,0.029,0.805,
13:44:14,17.06,14.5,0.029,0.805,
13:44:15,17.12,14.5,0.029,0.805,
13:44:16,17.12,10001,0.029,0.805,
13:44:17,17.06,10001,0.029,0.805,
13:44:19,17.06,15,0.034,1.003,
13:44:20,17.12,10001,0.029,0.805,
13:44:21,17.06,15.25,0.029,0.805,
13:44:22,17.06,10002,0.034,1.003,
13:44:23,17.06,10002,0.029,0.805,
13:44:24,17.06,15.5,0.034,1.003,
13:44:25,17.12,15.5,0.029,0.805,
13:44:26,17.06,0,0.029,0.805,
13:44:27,17.12,15.75,0.034,1.003,
13:44:28,17.12,15.25,0.029,0.805,
13:44:29,17.12,10001,0.321,12.499,
13:44:30,17.12,10001,0.296,11.508,
13:44:31,17.06,14.75,0.474,18.643,
13:44:32,17.06,14.75,0.474,18.643,
13:44:33,17.12,10001,0.618,24.391,
13:44:34,17.12,10002,0.732,28.95,
13:44:35,17.12,10002,0.88,34.896,
13:44:36,17.06,15.5,0.459,18.049,
13:44:37,17.06,15.75,0.529,20.824,
13:44:38,17.12,10001,0.568,22.409,
13:44:39,17.12,10001,0.41,16.067,
13:44:40,17.06,15,0.048,1.598,
13:44:41,17.12,15,0.029,0.805,
13:44:42,17.12,10001,0.034,1.003,
13:44:43,17.12,15,0.034,1.003,
13:44:44,17.06,15.5,0.034,1.003,
13:44:45,17.12,15.75,0.034,1.003,
13:44:46,17.12,16,0.034,1.003,
13:44:47,17.06,10002,0.034,1.003,
13:44:48,17.12,10002,0.039,1.201,
13:44:49,17.12,16.25,0.034,1.003,
13:44:50,17.06,0,0.039,1.201,
13:44:51,17.06,0,0.039,1.201,
13:44:52,17.12,16.25,0.029,0.805,
13:44:53,17.06,16.25,0.039,1.201,
13:44:54,17.12,10001,0.029,0.805,
13:44:55,17.12,10001,0.039,1.201,
13:44:56,17.06,16.25,0.039,1.201,
13:44:57,17.06,16.25,0.029,0.805,
13:44:58,17.12,10001,0.039,1.201,
13:44:59,17.12,10002,0.029,0.805,
13:45:00,17.12,10002,0.039,1.201,
13:45:01,17.06,15.5,0.039,1.201,
13:45:02,17.06,15.25,0.029,0.805,
13:45:03,17.06,10002,0.034,1.003,
13:45:04,17.06,10002,0.029,0.805,
13:45:05,17.06,16.5,0.029,0.805,
13:45:06,17.06,10001,0.034,1.003,
13:45:07,17.06,10001,0.029,0.805,
13:45:08,17.06,15.75,0.083,2.985,
13:45:09,17.12,15.5,0.331,12.895,
13:45:10,17.12,10001,0.618,24.391,
13:45:11,17.06,15.5,0.727,28.752,
13:45:12,17.06,10002,0.628,24.788,
13:45:13,17.06,10002,0.623,24.59,
13:45:14,17.06,16.75,0.618,24.391,
13:45:15,17.06,0,0.43,16.86,
13:45:16,17.06,10001,0.732,28.95,
13:45:17,17.06,16.5,0.741,29.347,
13:45:18,17.06,16.25,0.509,20.031,
13:45:19,17.06,10001,0.152,5.76,
13:45:20,17.12,10001,0.034,1.003,
13:45:21,17.06,16,0.034,1.003,
13:45:22,17.06,10001,0.034,1.003,
13:45:23,17.12,10001,0.039,1.201,
13:45:24,17.06,10002,0.034,1.003,
13:45:25,17.06,10002,0.034,1.003,
13:45:26,17.06,16,0.039,1.201,
13:45:27,17.06,16,0.034,1.003,
13:45:28,17.06,10002,0.034,1.003,
13:45:29,17.06,10002,0.034,1.003,
13:45:30,17.06,16.25,0.034,1.003,
13:45:31,17.12,10001,0.034,1.003,
13:45:32,17.06,10001,0.029,0.805,
13:45:33,17.06,16.5,0.029,0.805,
13:45:34,17.06,16.25,0.029,0.805,
13:45:35,17.06,10001,0.034,1.003,
13:45:36,17.06,10001,0.034,1.003,
13:45:37,17.06,16.5,0.029,0.805,
13:45:38,17.06,10001,0.034,1.003,
13:45:39,17.06,10001,0.034,1.003,
13:45:40,17.06,10002,0.029,0.805,
13:45:41,17.12,10002,0.029,0.805,
13:45:42,17.12,16.5,0.029,0.805,
13:45:43,17.06,16.75,0.034,1.003,
13:45:44,17.06,10002,0.034,1.003,
13:45:45,17.06,16.75,0.029,0.805,
13:45:46,17.06,16.5,0.034,1.003,
13:45:47,17.06,10001,0.039,1.201,
13:45:48,17.12,10001,0.029,0.805,
13:45:49,17.06,16.75,0.118,4.373,
13:45:50,17.06,16.75,0.306,11.904,
13:45:51,17.06,10001,0.652,25.779,
13:45:52,17.06,16.75,0.637,25.184,
13:45:53,17.06,16.5,0.687,27.166,
13:45:54,17.06,10001,0.806,31.923,
13:45:55,17.06,10001,0.811,32.121,
13:45:56,17.12,10002,0.637,25.184,
13:45:57,17.12,10002,0.85,33.707,
13:45:58,17.12,17,0.662,26.175,
13:45:59,17.06,17,0.425,16.661,
13:46:00,17.12,10002,0.682,26.968,
13:46:01,17.06,17.5,0.034,1.003,
13:46:02,17.06,17.75,0.029,0.805,
13:46:03,17.06,10001,0.039,1.201,
13:46:04,17.06,10001,0.034,1.003,
13:46:05,17.06,18,0.039,1.201,
13:46:06,17,17.75,0.034,1.003,
13:46:07,17.06,10001,0.034,1.003,
13:46:08,17,10002,0.039,1.201,
13:46:09,17.06,10002,0.039,1.201,
13:46:10,17.06,17.5,0.029,0.805,
13:46:11,17.06,18.25,0.034,1.003,
13:46:12,17.06,0,0.034,1.003,
13:46:14,17.06,10001,0.034,1.003,
13:46:15,17.06,18,0.029,0.805,
13:46:16,17.06,17.75,0.029,0.805,
13:46:17,17.06,10001,0.034,1.003,
13:46:18,17.06,17.75,0.034,1.003,
13:46:19,17.06,18.25,0.029,0.805,
13:46:20,17.06,18.5,0.029,0.805,
13:46:21,17.06,18.25,0.039,1.201,
13:46:22,17.06,10002,0.034,1.003,
13:46:23,17.06,10002,0.029,0.805,
13:46:24,17.06,17.5,0.034,1.003,
13:46:25,17.06,10001,0.034,1.003,
13:46:26,17.06,10001,0.029,0.805,
13:46:27,17.06,18.5,0.024,0.607,
13:46:28,17.06,18.75,0.029,0.805,
13:46:29,17.06,10001,0.306,11.904,
13:46:30,17.06,10001,0.4,15.67,
13:46:31,17.06,10002,0.618,24.391,
13:46:32,17.06,10002,0.786,31.13,
13:46:33,17.06,17.75,0.776,30.734,
13:46:34,17.06,10002,0.217,8.337,
13:46:35,17.06,10002,0.692,27.364,
13:46:36,17.06,18,0.727,28.752,
13:46:37,17.06,18.25,0.736,29.148,
13:46:38,17.06,10001,0.727,28.752,
13:46:39,17.06,10001,0.578,22.806,
13:46:40,17.06,18.75,0.128,4.769,
13:46:41,17,10001,0.039,1.201,
13:46:42,17.06,10001,0.034,1.003,
13:46:43,17.06,19,0.039,1.201,
13:46:44,17.06,10002,0.039,1.201,
13:46:45,17.06,19.25,0.034,1.003,
13:46:46,17.06,19.25,0.039,1.201,
13:46:47,17.06,10002,0.029,0.805,
13:46:48,17.06,10002,0.039,1.201,
13:46:49,17.06,19.5,0.029,0.805,
13:46:50,17.06,0,0.039,1.201,
13:46:51,17.06,10001,0.034,1.003,
13:46:52,17.06,19.75,0.029,0.805,
13:46:53,17.06,19.25,0.029,0.805,
13:46:54,17.06,10001,0.034,1.003,
13:46:55,17.06,10001,0.029,0.805,
13:46:56,17.06,18.75,0.034,1.003,
13:46:57,17,10001,0.029,0.805,
13:46:58,17,10001,0.034,1.003,
13:46:59,17.06,10002,0.029,0.805,
13:47:00,17,10002,0.029,0.805,
13:47:01,17.06,20,0.029,0.805,
13:47:02,17.06,19.5,0.029,0.805,
13:47:03,17.06,10001,0.029,0.805,
13:47:04,17.06,10001,0.029,0.805,
13:47:05,17.06,19.5,0.029,0.805,
13:47:06,17.06,10001,0.029,0.805,
13:47:07,17.06,10001,0.029,0.805,
13:47:08,17.06,10002,0.034,1.003,
13:47:09,17.06,10002,0.321,12.499,
13:47:10,17.06,19,0.316,12.301,
13:47:11,17.06,19.25,0.538,21.22,
13:47:12,17.06,10002,0.667,26.373,
13:47:13,17.06,19.75,0.672,26.572,
13:47:14,17.06,20,0.702,27.761,
13:47:15,17.06,10001,0.746,29.545,
13:47:16,17.06,10001,0.831,32.914,
13:47:17,17.06,19.75,0.593,23.4,
13:47:18,17.06,19.75,0.835,33.112,
13:47:19,17.06,10001,0.751,29.743,
13:47:20,17.06,10002,0.058,1.994,
13:47:21,17.06,10002,0.029,0.805,
13:47:22,17.06,19.75,0.034,1.003,
13:47:23,17.06,20.25,0.034,1.003,
13:47:24,17.06,10002,0.034,1.003,
13:47:25,17.06,0,0.034,1.003,
13:47:26,17.06,20.75,0.029,0.805,
13:47:27,17.06,10001,0.034,1.003,
13:47:28,17.06,10001,0.034,1.003,
13:47:29,17.06,21,0.034,1.003,
13:47:30,17.06,21,0.039,1.201,
13:47:31,17.06,10001,0.039,1.201,
13:47:32,17.06,10001,0.034,1.003,
13:47:33,17.06,10002,0.039,1.201,
13:47:34,17.06,21,0.039,1.201,
13:47:35,17.06,20.75,0.029,0.805,
13:47:36,17.06,10002,0.029,0.805,
13:47:37,17.06,10002,0.039,1.201,
13:47:38,17,20.75,0.029,0.805,
13:47:39,17.06,20.5,0.039,1.201,
13:47:40,17.06,10001,0.034,1.003,
13:47:41,17.06,10001,0.034,1.003,
13:47:42,17.06,21,0.034,1.003,
13:47:43,17.06,10001,0.029,0.805,
13:47:44,17.06,10001,0.029,0.805,
13:47:45,17.06,21.5,0.034,1.003,
13:47:46,17.06,21.5,0.029,0.805,
13:47:47,17.06,10001,0.029,0.805,
13:47:48,17.06,10001,0.029,0.805,
13:47:49,17.06,20.75,0.538,21.22,
13:47:50,17.06,20.5,0.548,21.617,
13:47:51,17.06,10001,0.781,30.932,
13:47:52,17.06,10002,0.702,27.761,
13:47:53,17.06,10002,0.677,26.77,
13:47:54,17.06,21.5,0.761,30.139,
13:47:55,17.06,21.75,0.806,31.923,
13:47:56,17.06,10002,0.712,28.157,
13:47:57,17.06,10002,0.712,28.157,
13:47:58,17.06,21.25,0.722,28.554,
13:47:59,17.12,10002,0.647,25.581,
13:48:00,17.06,10002,0.039,1.201,
13:48:01,17.06,21.75,0.034,1.003,
13:48:02,17.06,22,0.039,1.201,
13:48:03,17.06,10002,0.039,1.201,
13:48:04,17.06,10002,0.034,1.003,
13:48:05,17.06,21.5,0.034,1.003,
13:48:06,17.06,10001,0.039,1.201,
13:48:07,17.06,10001,0.029,0.805,
13:48:08,17.06,22.5,0.034,1.003,
13:48:10,17.06,22.75,0.034,1.003,
13:48:11,17.06,10001,0.034,1.003,
13:48:12,17.06,10001,0.034,1.003,
13:48:13,17.06,22,0.029,0.805,
13:48:14,17.06,21.75,0.039,1.201,
13:48:15,17.06,10001,0.029,0.805,
13:48:16,17.06,21.75,0.029,0.805,
13:48:17,17.06,21.75,0.034,1.003,
13:48:18,17.06,10001,0.029,0.805,
13:48:19,17.06,10001,0.029,0.805,
13:48:20,17.06,10002,0.029,0.805,
13:48:21,17.06,10002,0.024,0.607,
13:48:22,17.06,22.75,0.029,0.805,
13:48:23,17.06,0,0.039,1.201,
13:48:24,17.06,10001,0.029,0.805,
13:48:25,17.06,22.75,0.034,1.003,
13:48:26,17.06,22,0.029,0.805,
13:48:27,17.06,10001,0.034,1.003,
13:48:28,17.06,10001,0.029,0.805,
13:48:29,17.06,22.75,0.063,2.192,
13:48:30,17.06,10002,0.197,7.544,
13:48:31,17.06,23.25,0.375,14.679,
13:48:32,17,10002,0.514,20.229,
13:48:33,17.06,10002,0.578,22.806,
13:48:34,17.06,22.25,0.751,29.743,
13:48:35,17,22.5,0.811,32.121,
13:48:36,17.06,10001,0.608,23.995,
13:48:37,17.06,10001,0.608,23.995,
13:48:38,17,23.5,0.613,24.193,
13:48:39,17.06,10001,0.613,24.193,
13:48:40,17.06,10001,0.613,24.193,
13:48:41,17.06,10002,0.063,2.192,
13:48:42,17.06,10002,0.029,0.805,
13:48:43,17,22.75,0.029,0.805,
13:48:44,17.06,23,0.039,1.201,
13:48:45,17.06,10002,0.034,1.003,
13:48:46,17.06,10002,0.039,1.201,
13:48:47,17.06,24,0.039,1.201,
13:48:48,17.06,10001,0.039,1.201,
13:48:49,17,10001,0.039,1.201,
13:48:50,17.06,24,0.029,0.805,
13:48:51,17.06,23.5,0.034,1.003,
13:48:52,17.06,10001,0.034,1.003,
13:48:53,17.06,10001,0.034,1.003,
13:48:54,17.06,10002,0.034,1.003,
13:48:55,17,23.25,0.029,0.805,
13:48:56,17.06,24,0.029,0.805,
13:48:57,17.06,10002,0.034,1.003,
13:48:58,17,0,0.029,0.805,
13:48:59,17,24.5,0.029,0.805,
13:49:00,17,24.25,0.029,0.805,
13:49:01,17.06,10001,0.029,0.805,
13:49:02,17,10001,0.029,0.805,
13:49:03,17,24,0.034,1.003,
13:49:04,17,24.25,0.029,0.805,
13:49:05,17.06,24.5,0.029,0.805,
13:49:06,17.06,10002,0.029,0.805,
13:49:07,17.06,10002,0.039,1.201,
13:49:08,17.06,23.75,0.029,0.805,
13:49:09,17.06,23.75,0.425,16.661,
13:49:10,17.06,10001,0.558,22.013,
13:49:11,17.06,24,0.598,23.599,
13:49:12,17.06,24,0.642,25.382,
13:49:13,17.06,10001,0.672,26.572,
13:49:14,17.06,10001,0.687,27.166,
13:49:15,17,10002,0.692,27.364,
13:49:16,17.06,25,0.697,27.563,
13:49:17,17.06,24.75,0.697,27.563,
13:49:18,17.06,10002,0.697,27.563,
13:49:19,17.06,10002,0.657,25.977,
13:49:20,17.06,24.5,0.029,0.805,
13:49:21,17.06,24.75,0.034,1.003,
13:49:22,17,10001,0.034,1.003,
13:49:23,17.06,24.5,0.034,1.003,
13:49:24,17.06,24.5,0.039,1.201,
13:49:25,17,10001,0.039,1.201,
13:49:26,17.06,10001,0.034,1.003,
13:49:27,17.06,24.75,0.029,0.805,
13:49:28,17.06,25,0.034,1.003,
13:49:29,17.06,10001,0.039,1.201,
13:49:30,17.06,25,0.029,0.805,
13:49:31,17,10002,0.029,0.805,
13:49:32,17.06,25.25,0.034,1.003,
13:49:33,17,25.5,0.039,1.201,
13:49:34,17,10002,0.034,1.003,
13:49:35,17.06,10002,0.029,0.805,
13:49:36,17,25.5,0.034,1.003,
13:49:37,17.06,25.25,0.029,0.805,
13:49:38,17,10001,0.034,1.003,
13:49:39,17.06,25.5,0.029,0.805,
13:49:40,17.06,25.75,0.029,0.805,
13:49:41,17.06,10001,0.034,1.003,
13:49:42,17,10001,0.039,1.201,
13:49:43,17.06,25.5,0.034,1.003,
13:49:44,17.06,25.25,0.029,0.805,
13:49:45,17.06,10001,0.029,0.805,
13:49:46,17.06,10001,0.024,0.607,
13:49:47,17.06,10002,0.029,0.805,
13:49:48,17,26,0.138,5.165,
13:49:49,17.06,26,0.34,13.292,
13:49:50,17.06,10002,0.405,15.869,
13:49:51,17,10002,0.578,22.806,
13:49:52,17.06,26.75,0.702,27.761,
13:49:53,17.06,26.25,0.766,30.338,
13:49:54,17.06,10002,0.771,30.536,
13:49:55,17.06,26,0.707,27.959,
13:49:56,17.06,25.75,0.509,20.031,
13:49:57,17,10001,0.633,24.986,
13:49:58,17.06,10001,0.593,23.4,
13:49:59,17.06,26.5,0.573,22.608,
13:50:00,17,27,0.063,2.192,
13:50:01,17.06,10001,0.039,1.201,
13:50:02,17.06,10001,0.039,1.201,
13:50:03,17,27,0.039,1.201,
13:50:05,17,10001,0.029,0.805,
13:50:06,17,10001,0.034,1.003,
13:50:07,17.06,26.5,0.039,1.201,
13:50:08,17.06,26.5,0.039,1.201,
13:50:09,17.06,10001,0.034,1.003,
13:50:10,17.06,10001,0.024,0.607,
13:50:11,17,10002,0.029,0.805,
13:50:12,17.06,27.75,0.034,1.003,
13:50:13,17,28,0.034,1.003,
13:50:14,17.06,10002,0.029,0.805,
13:50:15,17.06,10002,0.029,0.805,
13:50:16,17,27,0.034,1.003,
13:50:17,17.06,27,0.029,0.805,
13:50:18,17.06,10002,0.039,1.201,
13:50:19,17,27.75,0.029,0.805,
13:50:20,17,27.75,0.029,0.805,
13:50:21,17,10002,0.029,0.805,
13:50:22,17,10002,0.029,0.805,
13:50:23,17,27.25,0.039,1.201,
13:50:24,17,27,0.029,0.805,
13:50:25,17,10001,0.029,0.805,
13:50:26,17,10001,0.034,1.003,
13:50:27,17,28,0.034,1.003,
13:50:28,17,10001,0.029,0.805,
13:50:29,17,10001,0.316,12.301,
13:50:30,17.06,28,0.355,13.886,
13:50:31,17,28,0.529,20.824,
13:50:32,17.06,10001,0.652,25.779,
13:50:33,17,10001,0.727,28.752,
13:50:34,17.06,28,0.736,29.148,
13:50:35,17,28,0.177,6.751,
13:50:36,17,28.5,0.756,29.941,
13:50:37,17,10002,0.509,20.031,
13:50:38,17,10002,0.732,28.95,
13:50:39,17,28.5,0.534,21.022,
13:50:40,17,28.5,0.543,21.418,
13:50:41,17,10001,0.078,2.787,
13:50:42,17,10001,0.024,0.607,
13:50:43,17,28.25,0.039,1.201,
13:50:44,16.94,10001,0.034,1.003,
13:50:45,17,10001,0.034,1.003,
13:50:46,17,28.5,0.034,1.003,
13:50:47,17,29,0.034,1.003,
13:50:48,17,29.25,0.029,0.805,
13:50:49,17,29.5,0.029,0.805,
13:50:50,17,10002,0.034,1.003,
13:50:51,17,10002,0.029,0.805,
13:50:52,17.06,28.75,0.029,0.805,
13:50:53,17,10001,0.034,1.003,
13:50:54,17,10001,0.029,0.805,
13:50:55,17,29.5,0.029,0.805,
13:50:56,17.06,30,0.034,1.003,
13:50:57,17,10001,0.029,0.805,
13:50:58,17,10002,0.034,1.003,
13:50:59,17.06,10002,0.029,0.805,
13:51:00,16.94,28.75,0.029,0.805,
13:51:01,17,29.75,0.034,1.003,
13:51:02,17,0,0.034,1.003,
13:51:03,17,10001,0.034,1.003,
13:51:04,17,29.5,0.034,1.003,
13:51:05,17.06,29.25,0.029,0.805,
13:51:06,17,10001,0.024,0.607,
13:51:07,17,30,0.029,0.805,
13:51:08,17.06,10002,0.098,3.58,
13:51:09,17,29.5,0.311,12.103,
13:51:10,17,29.25,0.484,19.04,
13:51:11,17,10002,0.618,24.391,
13:51:12,17,0,0.727,28.752,
13:51:13,17,30.25,0.751,29.743,
13:51:14,17,10001,0.321,12.499,
13:51:15,17.06,10001,0.717,28.355,
13:51:16,17,29.5,0.717,28.355,
13:51:17,17,30.5,0.509,20.031,
